Shutting down thread pool...
Starting thread pool with 1 slots...

weka.classifiers.meta.MultiSearch
=================================
Options: -E ACC -search "weka.core.setupgenerator.MathParameter -property classifier.ridge -min -12.0 -max -2.0 -step 1.0 -base 10.0 -expression pow(BASE,I)" -search "weka.core.setupgenerator.MathParameter -property classifier.maxIts -min 1.0 -max 15.0 -step 1.0 -base 10.0 -expression I" -sample-size 100.0 -log-file C:\Users\Su\Desktop\log.txt -initial-folds 10 -subsequent-folds 10 -num-slots 1 -S 1 -W weka.classifiers.functions.Logistic -- -R 1.0E-8 -M -1



Root absolute error:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
47.05989591462298
47.059895914623084
47.05989591462447
47.059895914637934
47.05989591477216
47.05989591611808
47.05989592957111
47.05989606410977
47.05989740949181
47.0599108632658
47.06004539681174
47.06983067078558
47.069830670785784
47.06983067078709
47.06983067080045
47.069830670934
47.06983067227391
47.069830685660605
47.06983081953382
47.069832158261995
47.06984554553171
47.06997941642698
47.07006515867944
47.07006515867961
47.07006515868096
47.07006515869321
47.070065158815055
47.070065160041175
47.07006517230042
47.07006529488662
47.070066520750316
47.07007877946028
47.07020137283051
47.03480357632153
47.03466953747716
47.034669537477406
47.034669537478514
47.034669537490736
47.034669537610995
47.034669538817084
47.03466955088128
47.034669671512184
47.03467087782973
47.03468294104675
46.69772551340102
46.6977255134011
46.69772551340217
46.697725513415094
46.69772551354383
46.697725514833145
46.69772552771986
46.697725656593455
46.69772694532716
46.697739832685606
46.69786870902782
47.22636280692598
47.22620452112709
47.226204521127215
47.22620452112845
47.226204521143494
47.226204521285524
47.22620452271027
47.22620453695612
47.22620467941514
47.226206104000056
47.22622034984535
47.12155337601706
47.121553376017154
47.121553376018205
47.12155337602803
47.121553376126684
47.12155337711832
47.12155338702939
47.12155348614481
47.1215544772973
47.12156438890958
47.1216635133013
47.104904564461435
47.104904564461556
47.10490456446266
47.10490456447167
47.104904564560485
47.104904565452145
47.10490457436596
47.104904663495816
47.10490555480274
47.10491446799217
47.10500361155166
47.103773963200155
47.10377396320032
47.10377396320127
47.1037739632102
47.10377396329676
47.10377396417224
47.10377397292012
47.1037740603988
47.103774935193705
47.10378368327858
47.103871177813595
47.055016833007144
47.055016833007194
47.05501683300822
47.055016833018094
47.055016833117215
47.0550168341188
47.05501684412606
47.05501694419875
47.055017944928736
47.05502795225681
47.05512802758229
47.16182004040637
47.16182004040651
47.16182004040822
47.16182004042586
47.161820040603935
47.16182004238031
47.16182006015586
47.16182023790391
47.161822015386704
47.16183979020548
47.16201753771433
47.53809561140599
47.53809561140607
47.53809561140731
47.53809561142025
47.538095611553196
47.53809561289225
47.538095626286214
47.53809576020664
47.53809709941544
47.538110491501875
47.538244412350714
47.43496240444767
47.43496240444786
47.434962404449436
47.43496240446621
47.43496240463774
47.43496240634397
47.43496242340653
47.43496259403058
47.43496430027364
47.43498136269705
47.4351519862011
49.73488118580432
49.73488118580444
49.73488118580616
49.734881185823674
49.73488118600117
49.73488118778038
49.734881205576045
49.734881383529114
49.73488316305034
49.73490095826062
49.73507891001584
62.836901043113514
62.8369010431136
62.83690104311438
62.83690104312022
62.83690104318366
62.83690104381396
62.8369010501171
62.83690111315398
62.83690174351632
62.8369080471372
62.83697108349987



Combined = (1-abs(CC)) + RRSE + RAE:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN



Accuracy:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
87.59025409407933
87.59025409407933
87.59025409407933
87.59025409407933
87.59025409407933
87.59025409407933
87.59025409407933
87.59025409407933
87.59025409407933
87.59025409407933
87.59025409407933
87.58257289458322
87.58257289458322
87.58257289458322
87.58257289458322
87.58257289458322
87.58257289458322
87.58257289458322
87.58257289458322
87.58257289458322
87.58257289458322
87.58257289458322
87.57642793498633
87.57642793498633
87.57642793498633
87.57642793498633
87.57642793498633
87.57642793498633
87.57642793498633
87.57642793498633
87.57642793498633
87.57642793498633
87.57642793498633
87.56874673549021
87.56721049559098
87.56721049559098
87.56721049559098
87.56721049559098
87.56721049559098
87.56721049559098
87.56721049559098
87.56721049559098
87.56721049559098
87.56721049559098
87.55799305619566
87.55799305619566
87.55799305619566
87.55799305619566
87.55799305619566
87.55799305619566
87.55799305619566
87.55799305619566
87.55799305619566
87.55799305619566
87.55799305619566
87.55184809659876
87.55031185669954
87.55031185669954
87.55031185669954
87.55031185669954
87.55031185669954
87.55031185669954
87.55031185669954
87.55031185669954
87.55031185669954
87.55031185669954
87.54877561680031
87.54877561680031
87.54877561680031
87.54877561680031
87.54877561680031
87.54877561680031
87.54877561680031
87.54877561680031
87.54877561680031
87.54877561680031
87.54877561680031
87.52726825821121
87.52726825821121
87.52726825821121
87.52726825821121
87.52726825821121
87.52726825821121
87.52726825821121
87.52726825821121
87.52726825821121
87.52726825821121
87.52726825821121
87.51958705871509
87.51958705871509
87.51958705871509
87.51958705871509
87.51958705871509
87.51958705871509
87.51958705871509
87.51958705871509
87.51958705871509
87.51958705871509
87.51958705871509
87.4996159400252
87.4996159400252
87.4996159400252
87.4996159400252
87.4996159400252
87.4996159400252
87.4996159400252
87.4996159400252
87.4996159400252
87.4996159400252
87.4996159400252
87.45045626325008
87.45045626325008
87.45045626325008
87.45045626325008
87.45045626325008
87.45045626325008
87.45045626325008
87.45045626325008
87.45045626325008
87.45045626325008
87.45045626325008
87.41665898546717
87.41665898546717
87.41665898546717
87.41665898546717
87.41665898546717
87.41665898546717
87.41665898546717
87.41665898546717
87.41665898546717
87.41665898546717
87.41665898546717
87.35213690969982
87.35213690969982
87.35213690969982
87.35213690969982
87.35213690969982
87.35213690969982
87.35213690969982
87.35213690969982
87.35213690969982
87.35213690969982
87.35213690969982
87.03106277076228
87.03106277076228
87.03106277076228
87.03106277076228
87.03106277076228
87.03106277076228
87.03106277076228
87.03106277076228
87.03106277076228
87.03106277076228
87.03106277076228
84.28887455064982
84.28887455064982
84.28887455064982
84.28887455064982
84.28887455064982
84.28887455064982
84.28887455064982
84.28887455064982
84.28887455064982
84.28887455064982
84.28887455064982



Kappa:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
0.589003012569616
0.589003012569616
0.589003012569616
0.589003012569616
0.589003012569616
0.589003012569616
0.589003012569616
0.589003012569616
0.589003012569616
0.589003012569616
0.589003012569616
0.5879503142548149
0.5879503142548149
0.5879503142548149
0.5879503142548149
0.5879503142548149
0.5879503142548149
0.5879503142548149
0.5879503142548149
0.5879503142548149
0.5879503142548149
0.5879503142548149
0.587376727158572
0.587376727158572
0.587376727158572
0.587376727158572
0.587376727158572
0.587376727158572
0.587376727158572
0.587376727158572
0.587376727158572
0.587376727158572
0.587376727158572
0.5870352050259257
0.5869965189062366
0.5869965189062366
0.5869965189062366
0.5869965189062366
0.5869965189062366
0.5869965189062366
0.5869965189062366
0.5869965189062366
0.5869965189062366
0.5869965189062366
0.5863440573796788
0.5863440573796788
0.5863440573796788
0.5863440573796788
0.5863440573796788
0.5863440573796788
0.5863440573796788
0.5863440573796788
0.5863440573796788
0.5863440573796788
0.5863440573796788
0.587890732824378
0.5878521537647936
0.5878521537647936
0.5878521537647936
0.5878521537647936
0.5878521537647936
0.5878521537647936
0.5878521537647936
0.5878521537647936
0.5878521537647936
0.5878521537647936
0.5873956265416242
0.5873956265416242
0.5873956265416242
0.5873956265416242
0.5873956265416242
0.5873956265416242
0.5873956265416242
0.5873956265416242
0.5873956265416242
0.5873956265416242
0.5873956265416242
0.5867815106407533
0.5867815106407533
0.5867815106407533
0.5867815106407533
0.5867815106407533
0.5867815106407533
0.5867815106407533
0.5867815106407533
0.5867815106407533
0.5867815106407533
0.5867815106407533
0.5863173506399897
0.5863173506399897
0.5863173506399897
0.5863173506399897
0.5863173506399897
0.5863173506399897
0.5863173506399897
0.5863173506399897
0.5863173506399897
0.5863173506399897
0.5863173506399897
0.5861368701060824
0.5861368701060824
0.5861368701060824
0.5861368701060824
0.5861368701060824
0.5861368701060824
0.5861368701060824
0.5861368701060824
0.5861368701060824
0.5861368701060824
0.5861368701060824
0.5856205214734393
0.5856205214734393
0.5856205214734393
0.5856205214734393
0.5856205214734393
0.5856205214734393
0.5856205214734393
0.5856205214734393
0.5856205214734393
0.5856205214734393
0.5856205214734393
0.5851948448707782
0.5851948448707782
0.5851948448707782
0.5851948448707782
0.5851948448707782
0.5851948448707782
0.5851948448707782
0.5851948448707782
0.5851948448707782
0.5851948448707782
0.5851948448707782
0.5794748501112197
0.5794748501112197
0.5794748501112197
0.5794748501112197
0.5794748501112197
0.5794748501112197
0.5794748501112197
0.5794748501112197
0.5794748501112197
0.5794748501112197
0.5794748501112197
0.5764171476688994
0.5764171476688994
0.5764171476688994
0.5764171476688994
0.5764171476688994
0.5764171476688994
0.5764171476688994
0.5764171476688994
0.5764171476688994
0.5764171476688994
0.5764171476688994
0.5451117599494186
0.5451117599494186
0.5451117599494186
0.5451117599494186
0.5451117599494186
0.5451117599494186
0.5451117599494186
0.5451117599494186
0.5451117599494186
0.5451117599494186
0.5451117599494186



Best performance:
Performance (-2, 1): 84.28887455064982 (ACC)

Result of Step 1: -12, 7

=== Initial space - End ===

Center is on border of space.

Final result:-12, 7
Classifier: weka.classifiers.functions.Logistic -R 1.0E-12 -M 7
Shutting down thread pool...
Shutting down thread pool...
Starting thread pool with 1 slots...

weka.classifiers.meta.MultiSearch
=================================
Options: -E ACC -search "weka.core.setupgenerator.MathParameter -property classifier.ridge -min -12.0 -max -2.0 -step 1.0 -base 10.0 -expression pow(BASE,I)" -search "weka.core.setupgenerator.MathParameter -property classifier.maxIts -min 1.0 -max 15.0 -step 1.0 -base 10.0 -expression I" -sample-size 100.0 -log-file C:\Users\Su\Desktop\log.txt -initial-folds 10 -subsequent-folds 10 -num-slots 1 -S 1 -W weka.classifiers.functions.Logistic -- -R 1.0E-8 -M -1

Step 1:


=== Initial space - Start ===
Determining best values with 10-fold CV in space:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0

Performance (-12, 1): 84.25661351276615 (ACC): cached=false
Performance (-11, 1): 84.25661351276615 (ACC): cached=false
Performance (-10, 1): 84.25661351276615 (ACC): cached=false
Performance (-9, 1): 84.25661351276615 (ACC): cached=false
Performance (-8, 1): 84.25661351276615 (ACC): cached=false
Performance (-7, 1): 84.25661351276615 (ACC): cached=false
Performance (-6, 1): 84.25661351276615 (ACC): cached=false
Performance (-5, 1): 84.25661351276615 (ACC): cached=false
Performance (-4, 1): 84.25661351276615 (ACC): cached=false
Performance (-3, 1): 84.25661351276615 (ACC): cached=false
Performance (-2, 1): 84.25661351276615 (ACC): cached=false
Performance (-12, 2): 86.84671398285556 (ACC): cached=false
Performance (-11, 2): 86.84671398285556 (ACC): cached=false
Performance (-10, 2): 86.84671398285556 (ACC): cached=false
Performance (-9, 2): 86.84671398285556 (ACC): cached=false
Performance (-8, 2): 86.84671398285556 (ACC): cached=false
Performance (-7, 2): 86.84671398285556 (ACC): cached=false
Performance (-6, 2): 86.84671398285556 (ACC): cached=false
Performance (-5, 2): 86.84671398285556 (ACC): cached=false
Performance (-4, 2): 86.84671398285556 (ACC): cached=false
Performance (-3, 2): 86.84671398285556 (ACC): cached=false
Performance (-2, 2): 86.84671398285556 (ACC): cached=false
Performance (-12, 3): 87.34291947030448 (ACC): cached=false
Performance (-11, 3): 87.34291947030448 (ACC): cached=false
Performance (-10, 3): 87.34291947030448 (ACC): cached=false
Performance (-9, 3): 87.34291947030448 (ACC): cached=false
Performance (-8, 3): 87.34291947030448 (ACC): cached=false
Performance (-7, 3): 87.34291947030448 (ACC): cached=false
Performance (-6, 3): 87.34291947030448 (ACC): cached=false
Performance (-5, 3): 87.34291947030448 (ACC): cached=false
Performance (-4, 3): 87.34291947030448 (ACC): cached=false
Performance (-3, 3): 87.34291947030448 (ACC): cached=false
Performance (-2, 3): 87.34291947030448 (ACC): cached=false
Performance (-12, 4): 87.37364426828894 (ACC): cached=false
Performance (-11, 4): 87.37364426828894 (ACC): cached=false
Performance (-10, 4): 87.37364426828894 (ACC): cached=false
Performance (-9, 4): 87.37364426828894 (ACC): cached=false
Performance (-8, 4): 87.37364426828894 (ACC): cached=false
Performance (-7, 4): 87.37364426828894 (ACC): cached=false
Performance (-6, 4): 87.37364426828894 (ACC): cached=false
Performance (-5, 4): 87.37364426828894 (ACC): cached=false
Performance (-4, 4): 87.37364426828894 (ACC): cached=false
Performance (-3, 4): 87.37364426828894 (ACC): cached=false
Performance (-2, 4): 87.37364426828894 (ACC): cached=false
Performance (-12, 5): 87.43509386425784 (ACC): cached=false
Performance (-11, 5): 87.43509386425784 (ACC): cached=false
Performance (-10, 5): 87.43509386425784 (ACC): cached=false
Performance (-9, 5): 87.43509386425784 (ACC): cached=false
Performance (-8, 5): 87.43509386425784 (ACC): cached=false
Performance (-7, 5): 87.43509386425784 (ACC): cached=false
Performance (-6, 5): 87.43509386425784 (ACC): cached=false
Performance (-5, 5): 87.43509386425784 (ACC): cached=false
Performance (-4, 5): 87.43509386425784 (ACC): cached=false
Performance (-3, 5): 87.43509386425784 (ACC): cached=false
Performance (-2, 5): 87.43509386425784 (ACC): cached=false
Performance (-12, 6): 87.56413801579255 (ACC): cached=false
Performance (-11, 6): 87.56413801579255 (ACC): cached=false
Performance (-10, 6): 87.56413801579255 (ACC): cached=false
Performance (-9, 6): 87.56413801579255 (ACC): cached=false
Performance (-8, 6): 87.56413801579255 (ACC): cached=false
Performance (-7, 6): 87.56413801579255 (ACC): cached=false
Performance (-6, 6): 87.56413801579255 (ACC): cached=false
Performance (-5, 6): 87.56413801579255 (ACC): cached=false
Performance (-4, 6): 87.56413801579255 (ACC): cached=false
Performance (-3, 6): 87.56413801579255 (ACC): cached=false
Performance (-2, 6): 87.56413801579255 (ACC): cached=false
Performance (-12, 7): 87.61944265216457 (ACC): cached=false
Performance (-11, 7): 87.61944265216457 (ACC): cached=false
Performance (-10, 7): 87.61944265216457 (ACC): cached=false
Performance (-9, 7): 87.61944265216457 (ACC): cached=false
Performance (-8, 7): 87.61944265216457 (ACC): cached=false
Performance (-7, 7): 87.61944265216457 (ACC): cached=false
Performance (-6, 7): 87.61944265216457 (ACC): cached=false
Performance (-5, 7): 87.61944265216457 (ACC): cached=false
Performance (-4, 7): 87.61944265216457 (ACC): cached=false
Performance (-3, 7): 87.61944265216457 (ACC): cached=false
Performance (-2, 7): 87.61944265216457 (ACC): cached=false
Performance (-12, 8): 87.57950041478477 (ACC): cached=false
Performance (-11, 8): 87.57950041478477 (ACC): cached=false
Performance (-10, 8): 87.57950041478477 (ACC): cached=false
Performance (-9, 8): 87.57950041478477 (ACC): cached=false
Performance (-8, 8): 87.57950041478477 (ACC): cached=false
Performance (-7, 8): 87.57950041478477 (ACC): cached=false
Performance (-6, 8): 87.57950041478477 (ACC): cached=false
Performance (-5, 8): 87.57950041478477 (ACC): cached=false
Performance (-4, 8): 87.57950041478477 (ACC): cached=false
Performance (-3, 8): 87.57950041478477 (ACC): cached=false
Performance (-2, 8): 87.57950041478477 (ACC): cached=false
Performance (-12, 9): 87.57796417488555 (ACC): cached=false
Performance (-11, 9): 87.57796417488555 (ACC): cached=false
Performance (-10, 9): 87.57796417488555 (ACC): cached=false
Performance (-9, 9): 87.57796417488555 (ACC): cached=false
Performance (-8, 9): 87.57796417488555 (ACC): cached=false
Performance (-7, 9): 87.57796417488555 (ACC): cached=false
Performance (-6, 9): 87.57796417488555 (ACC): cached=false
Performance (-5, 9): 87.57796417488555 (ACC): cached=false
Performance (-4, 9): 87.57796417488555 (ACC): cached=false
Performance (-3, 9): 87.57796417488555 (ACC): cached=false
Performance (-2, 9): 87.57796417488555 (ACC): cached=false
Performance (-12, 10): 87.5748916950871 (ACC): cached=false
Performance (-11, 10): 87.5748916950871 (ACC): cached=false
Performance (-10, 10): 87.5748916950871 (ACC): cached=false
Performance (-9, 10): 87.5748916950871 (ACC): cached=false
Performance (-8, 10): 87.5748916950871 (ACC): cached=false
Performance (-7, 10): 87.5748916950871 (ACC): cached=false
Performance (-6, 10): 87.5748916950871 (ACC): cached=false
Performance (-5, 10): 87.5748916950871 (ACC): cached=false
Performance (-4, 10): 87.5748916950871 (ACC): cached=false
Performance (-3, 10): 87.5748916950871 (ACC): cached=false
Performance (-2, 10): 87.5748916950871 (ACC): cached=false
Performance (-12, 11): 87.63326881125757 (ACC): cached=false
Performance (-11, 11): 87.63326881125757 (ACC): cached=false
Performance (-10, 11): 87.63326881125757 (ACC): cached=false
Performance (-9, 11): 87.63326881125757 (ACC): cached=false
Performance (-8, 11): 87.63326881125757 (ACC): cached=false
Performance (-7, 11): 87.63326881125757 (ACC): cached=false
Performance (-6, 11): 87.63326881125757 (ACC): cached=false
Performance (-5, 11): 87.63326881125757 (ACC): cached=false
Performance (-4, 11): 87.63326881125757 (ACC): cached=false
Performance (-3, 11): 87.63326881125757 (ACC): cached=false
Performance (-2, 11): 87.63326881125757 (ACC): cached=false
Performance (-12, 12): 87.5748916950871 (ACC): cached=false
Performance (-11, 12): 87.5748916950871 (ACC): cached=false
Performance (-10, 12): 87.5748916950871 (ACC): cached=false
Performance (-9, 12): 87.5748916950871 (ACC): cached=false
Performance (-8, 12): 87.5748916950871 (ACC): cached=false
Performance (-7, 12): 87.5748916950871 (ACC): cached=false
Performance (-6, 12): 87.5748916950871 (ACC): cached=false
Performance (-5, 12): 87.5748916950871 (ACC): cached=false
Performance (-4, 12): 87.5748916950871 (ACC): cached=false
Performance (-3, 12): 87.5748916950871 (ACC): cached=false
Performance (-2, 12): 87.5748916950871 (ACC): cached=false
Performance (-12, 13): 87.55184809659876 (ACC): cached=false
Performance (-11, 13): 87.55184809659876 (ACC): cached=false
Performance (-10, 13): 87.55184809659876 (ACC): cached=false
Performance (-9, 13): 87.55184809659876 (ACC): cached=false
Performance (-8, 13): 87.55184809659876 (ACC): cached=false
Performance (-7, 13): 87.55184809659876 (ACC): cached=false
Performance (-6, 13): 87.55184809659876 (ACC): cached=false
Performance (-5, 13): 87.55184809659876 (ACC): cached=false
Performance (-4, 13): 87.55184809659876 (ACC): cached=false
Performance (-3, 13): 87.55184809659876 (ACC): cached=false
Performance (-2, 13): 87.55184809659876 (ACC): cached=false
Performance (-12, 14): 87.58564537438167 (ACC): cached=false
Performance (-11, 14): 87.58564537438167 (ACC): cached=false
Performance (-10, 14): 87.58564537438167 (ACC): cached=false
Performance (-9, 14): 87.58564537438167 (ACC): cached=false
Performance (-8, 14): 87.58564537438167 (ACC): cached=false
Performance (-7, 14): 87.58564537438167 (ACC): cached=false
Performance (-6, 14): 87.58564537438167 (ACC): cached=false
Performance (-5, 14): 87.58564537438167 (ACC): cached=false
Performance (-4, 14): 87.58564537438167 (ACC): cached=false
Performance (-3, 14): 87.58564537438167 (ACC): cached=false
Performance (-2, 14): 87.58564537438167 (ACC): cached=false
Performance (-12, 15): 87.58718161428088 (ACC): cached=false
Performance (-11, 15): 87.58718161428088 (ACC): cached=false
Performance (-10, 15): 87.58718161428088 (ACC): cached=false
Performance (-9, 15): 87.58718161428088 (ACC): cached=false
Performance (-8, 15): 87.58718161428088 (ACC): cached=false
Performance (-7, 15): 87.58718161428088 (ACC): cached=false
Performance (-6, 15): 87.58718161428088 (ACC): cached=false
Performance (-5, 15): 87.58718161428088 (ACC): cached=false
Performance (-4, 15): 87.58718161428088 (ACC): cached=false
Performance (-3, 15): 87.58718161428088 (ACC): cached=false
Performance (-2, 15): 87.58718161428088 (ACC): cached=false

Correlation coefficient:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN



Root mean squared error:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
0.31429864859408824
0.31429864859408807
0.3142986485940847
0.3142986485940547
0.3142986485937491
0.31429864859070944
0.31429864856030687
0.3142986482562757
0.31429864521596207
0.31429861481393934
0.3142983109058013
0.3145149171553747
0.3145149171553748
0.3145149171553722
0.31451491715534263
0.3145149171550422
0.3145149171520321
0.3145149171219553
0.31451491682118804
0.31451491381350105
0.31451488373676667
0.31451458298026874
0.3145127349289794
0.31451273492897897
0.3145127349289747
0.3145127349289289
0.3145127349284685
0.31451273492386983
0.31451273487788745
0.31451273441805094
0.31451272981970635
0.31451268383765885
0.3145122241582093
0.31452362478436857
0.3145236247843682
0.31452362478436324
0.3145236247843205
0.31452362478388235
0.3145236247795094
0.31452362473579243
0.31452362429860303
0.3145236199267167
0.3145235762091671
0.3145231391651392
0.31441638968295077
0.31441638968295027
0.31441638968294794
0.3144163896829186
0.31441638968262786
0.31441638967971874
0.3144163896506137
0.3144163893595735
0.3144163864491647
0.3144163573451952
0.314416066319695
0.3144313701338422
0.3144313701338417
0.3144313701338373
0.31443137013380285
0.31443137013346206
0.31443137013003924
0.3144313700958436
0.31443136975386127
0.31443136633403673
0.31443133213582014
0.31443099015651715
0.3143096924314935
0.3143096924314934
0.3143096924314897
0.31430969243145435
0.31430969243111256
0.31430969242769186
0.3143096923934926
0.31430969205149184
0.3143096886314934
0.31430965443175024
0.3143093124574379
0.31435357975804784
0.3143535797580473
0.314353579758044
0.31435357975801026
0.31435357975765976
0.314353579754161
0.31435357971914496
0.3143535793690032
0.3143535758675974
0.31435354085464084
0.31435319083556595
0.31504120636173466
0.3150412063617343
0.3150412063617308
0.3150412063616973
0.3150412063613727
0.3150412063580976
0.3150412063253529
0.31504120599793534
0.3150412027237557
0.31504116998212617
0.3150408425832107
0.31457087289906105
0.3145708728990603
0.314570872899056
0.31457087289901514
0.3145708728986024
0.3145708728944616
0.31457087285307217
0.31457087243915466
0.3145708683000009
0.31457082690969335
0.3145704131292624
0.31639797507833706
0.3163979750783366
0.3163979750783331
0.31639797507830014
0.316397975077968
0.31639797507465794
0.3163979750415568
0.3163979747105426
0.31639797140040704
0.31639793829915314
0.31639760729579064
0.3173179404345338
0.31731794043453354
0.31731794043453015
0.31731794043449524
0.31731794043414085
0.3173179404305939
0.3173179403951624
0.3173179400408374
0.31731793649759726
0.3173179010652746
0.3173175467523969
0.31933179079432855
0.31933179079432805
0.31933179079432444
0.3193317907942866
0.3193317907939133
0.31933179079016905
0.3193317907527319
0.3193317903783809
0.3193317866348641
0.3193317491997526
0.31933137485804003
0.3243480120441115
0.3243480120441113
0.3243480120441079
0.32434801204406477
0.3243480120436412
0.3243480120394151
0.32434801199716645
0.324348011574654
0.32434800734955027
0.3243479650986099
0.3243475425995558
0.3472650492270283
0.3472650492270279
0.34726504922702245
0.3472650492269668
0.3472650492264019
0.3472650492207595
0.34726504916434237
0.34726504860015434
0.3472650429582963
0.34726498653977456
0.34726442236232263



Root relative squared error:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
77.56303031157947
77.56303031157942
77.56303031157859
77.5630303115712
77.56303031149578
77.56303031074565
77.56303030324285
77.56303022821365
77.56302947792109
77.56302197527029
77.56294697642372
77.61640134912462
77.61640134912464
77.616401349124
77.6164013491167
77.61640134904256
77.61640134829973
77.61640134087733
77.6164012666536
77.61640052441268
77.61639310203695
77.61631888095624
77.6158628164494
77.6158628164493
77.61586281644824
77.61586281643693
77.61586281632331
77.61586281518845
77.61586280384086
77.6158626903618
77.61586155557633
77.61585020806669
77.61573676777276
77.61855022916153
77.61855022916144
77.61855022916022
77.61855022914968
77.61855022904155
77.61855022796239
77.61855021717385
77.61855010928369
77.61854903038386
77.61853824170998
77.6184303874149
77.59208661101064
77.59208661101052
77.59208661100995
77.5920866110027
77.59208661093096
77.59208661021304
77.59208660303045
77.59208653120717
77.5920858129727
77.59207863065716
77.59200681100475
77.59578350621452
77.5957835062144
77.59578350621332
77.59578350620481
77.59578350612071
77.59578350527602
77.59578349683717
77.59578341244233
77.59578256849358
77.5957741290131
77.5956897349148
77.56575572417431
77.5657557241743
77.56575572417339
77.56575572416465
77.5657557240803
77.56575572323614
77.5657557147964
77.565755630397
77.56575478640534
77.56574634654812
77.56566195368141
77.57658629584573
77.57658629584559
77.57658629584479
77.57658629583646
77.57658629574996
77.57658629488654
77.57658628624523
77.5765861998368
77.5765853357553
77.57657669521222
77.57649031704854
77.74627968569447
77.74627968569439
77.74627968569351
77.74627968568525
77.74627968560516
77.74627968479692
77.74627967671613
77.74627959591561
77.74627878790928
77.74627070788725
77.746189911956
