=== Predictions on user test set ===

    inst#     actual  predicted error prediction
    38413        1:?      2:Yes       0.71 
    38414        1:?      2:Yes       0.89 
    38415        1:?       1:No       0.6 
    38416        1:?      2:Yes       0.9 
    38417        1:?       1:No       0.62 
    38418        1:?       1:No       0.81 
    38419        1:?      2:Yes       0.96 
    38420        1:?      2:Yes       0.82 
    38421        1:?       1:No       0.53 
    38422        1:?      2:Yes       0.7 
    38423        1:?       1:No       0.85 
    38424        1:?      2:Yes       0.76 
    38425        1:?       1:No       0.94 
    38426        1:?      2:Yes       0.53 
    38427        1:?       1:No       0.58 
    38428        1:?      2:Yes       0.87 
    38429        1:?      2:Yes       0.65 
    38430        1:?       1:No       0.84 
    38431        1:?      2:Yes       0.92 
    38432        1:?       1:No       0.55 
    38433        1:?       1:No       0.71 
    38434        1:?      2:Yes       0.67 
    38435        1:?      2:Yes       0.82 
    38436        1:?      2:Yes       0.91 
    38437        1:?      2:Yes       0.99 
    38438        1:?      2:Yes       0.83 
    38439        1:?      2:Yes       0.93 
    38440        1:?      2:Yes       0.55 
    38441        1:?      2:Yes       0.74 
    38442        1:?      2:Yes       0.95 
    38443        1:?      2:Yes       0.94 
    38444        1:?      2:Yes       1 
    38445        1:?       1:No       0.5 
    38446        1:?      2:Yes       0.59 
    38447        1:?       1:No       0.74 
    38448        1:?       1:No       0.78 
    38449        1:?      2:Yes       0.94 
    38450        1:?      2:Yes       0.66 
    38451        1:?      2:Yes       0.8 
    38452        1:?      2:Yes       0.99 
    38453        1:?      2:Yes       0.98 
    38454        1:?      2:Yes       0.91 
    38455        1:?       1:No       0.69 
    38456        1:?      2:Yes       0.9 
    38457        1:?      2:Yes       0.91 
    38458        1:?      2:Yes       0.99 
    38459        1:?       1:No       0.7 
    38460        1:?      2:Yes       0.95 
    38461        1:?      2:Yes       0.94 
    38462        1:?      2:Yes       0.95 
    38463        1:?      2:Yes       0.78 
    38464        1:?       1:No       0.54 
    38465        1:?       1:No       0.86 
    38466        1:?      2:Yes       0.9 
    38467        1:?      2:Yes       0.85 
    38468        1:?      2:Yes       0.56 
    38469        1:?       1:No       0.66 
    38470        1:?      2:Yes       0.74 
    38471        1:?      2:Yes       0.67 
    38472        1:?      2:Yes       0.94 
    38473        1:?      2:Yes       0.76 
    38474        1:?      2:Yes       0.72 
    38475        1:?      2:Yes       0.95 
    38476        1:?      2:Yes       0.89 
    38477        1:?      2:Yes       0.68 
    38478        1:?      2:Yes       0.69 
    38479        1:?      2:Yes       0.99 
    38480        1:?      2:Yes       0.96 
    38481        1:?      2:Yes       0.76 
    38482        1:?       1:No       0.53 
    38483        1:?       1:No       0.95 
    38484        1:?      2:Yes       0.61 
    38485        1:?      2:Yes       1 
    38486        1:?      2:Yes       0.89 
    38487        1:?       1:No       0.95 
    38488        1:?      2:Yes       0.94 
    38489        1:?      2:Yes       0.68 
    38490        1:?      2:Yes       0.92 
    38491        1:?      2:Yes       0.78 
    38492        1:?       1:No       0.75 
    38493        1:?       1:No       0.85 
    38494        1:?      2:Yes       0.94 
    38495        1:?      2:Yes       0.75 
    38496        1:?       1:No       0.86 
    38497        1:?       1:No       0.6 
    38498        1:?       1:No       0.89 
    38499        1:?      2:Yes       0.86 
    38500        1:?       1:No       0.81 
    38501        1:?      2:Yes       0.92 
    38502        1:?      2:Yes       0.86 
    38503        1:?      2:Yes       0.64 
    38504        1:?       1:No       0.54 
    38505        1:?      2:Yes       0.96 
    38506        1:?       1:No       0.75 
    38507        1:?      2:Yes       0.95 
    38508        1:?      2:Yes       0.9 
    38509        1:?      2:Yes       0.68 
    38510        1:?      2:Yes       0.95 
    38511        1:?      2:Yes       0.63 
    38512        1:?      2:Yes       0.8 
    38513        1:?      2:Yes       0.85 
    38514        1:?      2:Yes       0.78 
    38515        1:?      2:Yes       0.61 
    38516        1:?      2:Yes       0.98 
    38517        1:?      2:Yes       0.97 
    38518        1:?      2:Yes       0.84 
    38519        1:?       1:No       0.82 
    38520        1:?       1:No       0.58 
    38521        1:?      2:Yes       0.63 
    38522        1:?      2:Yes       0.99 
    38523        1:?       1:No       0.84 
    38524        1:?       1:No       0.97 
    38525        1:?      2:Yes       0.76 
    38526        1:?      2:Yes       0.68 
    38527        1:?      2:Yes       0.91 
    38528        1:?      2:Yes       0.62 
    38529        1:?      2:Yes       1 
    38530        1:?      2:Yes       0.77 
    38531        1:?      2:Yes       0.92 
    38532        1:?      2:Yes       0.91 
    38533        1:?      2:Yes       0.77 
    38534        1:?      2:Yes       0.96 
    38535        1:?      2:Yes       0.87 
    38536        1:?      2:Yes       0.92 
    38537        1:?      2:Yes       0.93 
    38538        1:?      2:Yes       0.63 
    38539        1:?      2:Yes       1 
    38540        1:?      2:Yes       0.57 
    38541        1:?      2:Yes       0.59 
    38542        1:?      2:Yes       0.99 
    38543        1:?      2:Yes       0.97 
    38544        1:?       1:No       0.78 
    38545        1:?      2:Yes       0.83 
    38546        1:?      2:Yes       0.68 
    38547        1:?      2:Yes       0.96 
    38548        1:?      2:Yes       0.99 
    38549        1:?      2:Yes       0.85 
    38550        1:?      2:Yes       0.57 
    38551        1:?      2:Yes       1 
    38552        1:?      2:Yes       0.75 
    38553        1:?       1:No       0.95 
    38554        1:?      2:Yes       0.97 
    38555        1:?      2:Yes       0.89 
    38556        1:?      2:Yes       0.58 
    38557        1:?      2:Yes       0.61 
    38558        1:?       1:No       0.79 
    38559        1:?      2:Yes       0.91 
    38560        1:?      2:Yes       0.68 
    38561        1:?      2:Yes       0.76 
    38562        1:?       1:No       0.63 
    38563        1:?      2:Yes       0.84 
    38564        1:?      2:Yes       1 
    38565        1:?       1:No       0.68 
    38566        1:?      2:Yes       0.85 
    38567        1:?      2:Yes       0.52 
    38568        1:?      2:Yes       0.83 
    38569        1:?      2:Yes       0.52 
    38570        1:?      2:Yes       0.99 
    38571        1:?      2:Yes       0.78 
    38572        1:?      2:Yes       0.97 
    38573        1:?       1:No       0.78 
    38574        1:?       1:No       0.73 
    38575        1:?      2:Yes       0.85 
    38576        1:?      2:Yes       0.97 
    38577        1:?      2:Yes       0.93 
    38578        1:?       1:No       0.93 
    38579        1:?      2:Yes       0.58 
    38580        1:?      2:Yes       0.79 
    38581        1:?      2:Yes       0.91 
    38582        1:?      2:Yes       0.51 
    38583        1:?      2:Yes       0.93 
    38584        1:?       1:No       0.96 
    38585        1:?      2:Yes       0.53 
    38586        1:?      2:Yes       0.52 
    38587        1:?      2:Yes       0.99 
    38588        1:?      2:Yes       1 
    38589        1:?      2:Yes       0.97 
    38590        1:?      2:Yes       0.99 
    38591        1:?       1:No       0.81 
    38592        1:?      2:Yes       0.73 
    38593        1:?       1:No       0.87 
    38594        1:?      2:Yes       0.95 
    38595        1:?      2:Yes       0.53 
    38596        1:?      2:Yes       0.83 
    38597        1:?      2:Yes       0.76 
    38598        1:?      2:Yes       0.98 
    38599        1:?      2:Yes       0.76 
    38600        1:?      2:Yes       1 
    38601        1:?      2:Yes       0.83 
    38602        1:?      2:Yes       0.89 
    38603        1:?      2:Yes       0.74 
    38604        1:?      2:Yes       0.99 
    38605        1:?      2:Yes       1 
    38606        1:?      2:Yes       0.79 
    38607        1:?      2:Yes       1 
    38608        1:?      2:Yes       0.9 
    38609        1:?      2:Yes       0.99 
    38610        1:?      2:Yes       0.98 
    38611        1:?      2:Yes       0.63 
    38612        1:?       1:No       0.68 
    38613        1:?      2:Yes       0.92 
    38614        1:?      2:Yes       0.89 
    38615        1:?      2:Yes       0.55 
    38616        1:?      2:Yes       0.99 
    38617        1:?      2:Yes       0.96 
    38618        1:?      2:Yes       0.56 
    38619        1:?      2:Yes       0.95 
    38620        1:?      2:Yes       0.85 
    38621        1:?      2:Yes       0.6 
    38622        1:?      2:Yes       0.65 
    38623        1:?       1:No       0.61 
    38624        1:?      2:Yes       0.99 
    38625        1:?      2:Yes       0.87 
    38626        1:?      2:Yes       0.75 
    38627        1:?      2:Yes       0.59 
    38628        1:?      2:Yes       0.75 
    38629        1:?       1:No       0.68 
    38630        1:?      2:Yes       0.98 
    38631        1:?      2:Yes       0.65 
    38632        1:?      2:Yes       0.91 
    38633        1:?      2:Yes       1 
    38634        1:?       1:No       0.93 
    38635        1:?      2:Yes       0.96 
    38636        1:?      2:Yes       0.54 
    38637        1:?      2:Yes       0.82 
    38638        1:?       1:No       0.89 
    38639        1:?      2:Yes       0.91 
    38640        1:?      2:Yes       0.96 
    38641        1:?      2:Yes       0.9 
    38642        1:?       1:No       0.87 
    38643        1:?      2:Yes       0.97 
    38644        1:?       1:No       0.78 
    38645        1:?       1:No       0.8 
    38646        1:?      2:Yes       0.94 
    38647        1:?       1:No       0.67 
    38648        1:?      2:Yes       0.96 
    38649        1:?      2:Yes       0.79 
    38650        1:?      2:Yes       0.88 
    38651        1:?      2:Yes       1 
    38652        1:?      2:Yes       0.52 
    38653        1:?       1:No       0.97 
    38654        1:?      2:Yes       0.91 
    38655        1:?      2:Yes       0.79 
    38656        1:?      2:Yes       0.77 
    38657        1:?      2:Yes       1 
    38658        1:?      2:Yes       0.79 
    38659        1:?      2:Yes       0.97 
    38660        1:?      2:Yes       0.98 
    38661        1:?      2:Yes       0.67 
    38662        1:?      2:Yes       0.8 
    38663        1:?      2:Yes       0.99 
    38664        1:?      2:Yes       0.8 
    38665        1:?      2:Yes       1 
    38666        1:?      2:Yes       0.96 
    38667        1:?      2:Yes       0.65 
    38668        1:?      2:Yes       0.95 
    38669        1:?      2:Yes       1 
    38670        1:?      2:Yes       0.81 
    38671        1:?       1:No       0.59 
    38672        1:?      2:Yes       0.93 
    38673        1:?       1:No       0.9 
    38674        1:?      2:Yes       0.62 
    38675        1:?      2:Yes       0.96 
    38676        1:?       1:No       0.7 
    38677        1:?      2:Yes       0.52 
    38678        1:?      2:Yes       0.97 
    38679        1:?      2:Yes       0.82 
    38680        1:?      2:Yes       1 
    38681        1:?      2:Yes       0.99 
    38682        1:?      2:Yes       0.98 
    38683        1:?      2:Yes       0.99 
    38684        1:?      2:Yes       0.71 
    38685        1:?      2:Yes       0.93 
    38686        1:?      2:Yes       0.96 
    38687        1:?      2:Yes       0.99 
    38688        1:?      2:Yes       0.99 
    38689        1:?      2:Yes       0.95 
    38690        1:?      2:Yes       0.93 
    38691        1:?      2:Yes       0.9 
    38692        1:?      2:Yes       0.84 
    38693        1:?      2:Yes       0.95 
    38694        1:?      2:Yes       0.96 
    38695        1:?      2:Yes       0.96 
    38696        1:?       1:No       0.94 
    38697        1:?      2:Yes       0.87 
    38698        1:?      2:Yes       0.84 
    38699        1:?      2:Yes       1 
    38700        1:?       1:No       0.83 
    38701        1:?       1:No       0.99 
    38702        1:?      2:Yes       1 
    38703        1:?      2:Yes       0.98 
    38704        1:?       1:No       0.58 
    38705        1:?       1:No       0.97 
    38706        1:?       1:No       0.93 
    38707        1:?      2:Yes       0.91 
    38708        1:?       1:No       0.79 
    38709        1:?      2:Yes       0.98 
    38710        1:?      2:Yes       0.87 
    38711        1:?       1:No       0.98 
    38712        1:?      2:Yes       0.96 
    38713        1:?       1:No       0.96 
    38714        1:?      2:Yes       1 
    38715        1:?      2:Yes       0.99 
    38716        1:?      2:Yes       0.83 
    38717        1:?       1:No       0.85 
    38718        1:?      2:Yes       0.99 
    38719        1:?      2:Yes       1 
    38720        1:?       1:No       0.64 
    38721        1:?      2:Yes       0.51 
    38722        1:?      2:Yes       0.92 
    38723        1:?      2:Yes       0.53 
    38724        1:?       1:No       0.96 
    38725        1:?      2:Yes       0.69 
    38726        1:?      2:Yes       0.99 
    38727        1:?      2:Yes       0.95 
    38728        1:?      2:Yes       1 
    38729        1:?      2:Yes       0.69 
    38730        1:?      2:Yes       1 
    38731        1:?       1:No       0.81 
    38732        1:?      2:Yes       0.84 
    38733        1:?      2:Yes       0.81 
    38734        1:?       1:No       0.59 
    38735        1:?      2:Yes       0.81 
    38736        1:?       1:No       0.84 
    38737        1:?      2:Yes       0.95 
    38738        1:?      2:Yes       0.84 
    38739        1:?       1:No       0.89 
    38740        1:?       1:No       0.84 
    38741        1:?      2:Yes       0.9 
    38742        1:?      2:Yes       0.99 
    38743        1:?       1:No       0.82 
    38744        1:?       1:No       0.79 
    38745        1:?       1:No       0.85 
    38746        1:?      2:Yes       0.98 
    38747        1:?      2:Yes       0.7 
    38748        1:?      2:Yes       0.91 
    38749        1:?      2:Yes       0.94 
    38750        1:?      2:Yes       0.68 
    38751        1:?       1:No       0.83 
    38752        1:?      2:Yes       0.53 
    38753        1:?       1:No       0.92 
    38754        1:?      2:Yes       0.95 
    38755        1:?       1:No       0.9 
    38756        1:?      2:Yes       1 
    38757        1:?      2:Yes       0.88 
    38758        1:?      2:Yes       0.62 
    38759        1:?       1:No       0.86 
    38760        1:?      2:Yes       0.85 
    38761        1:?      2:Yes       1 
    38762        1:?      2:Yes       0.77 
    38763        1:?      2:Yes       0.94 
    38764        1:?       1:No       0.78 
    38765        1:?      2:Yes       0.7 
    38766        1:?      2:Yes       0.78 
    38767        1:?      2:Yes       0.67 
    38768        1:?      2:Yes       0.9 
    38769        1:?      2:Yes       1 
    38770        1:?       1:No       0.88 
    38771        1:?       1:No       0.83 
    38772        1:?      2:Yes       0.72 
    38773        1:?      2:Yes       0.54 
    38774        1:?      2:Yes       0.87 
    38775        1:?      2:Yes       0.82 
    38776        1:?      2:Yes       0.79 
    38777        1:?      2:Yes       0.99 
    38778        1:?      2:Yes       0.99 
    38779        1:?      2:Yes       1 
    38780        1:?      2:Yes       0.98 
    38781        1:?      2:Yes       0.71 
    38782        1:?       1:No       0.69 
    38783        1:?       1:No       0.85 
    38784        1:?      2:Yes       0.81 
    38785        1:?      2:Yes       0.71 
    38786        1:?       1:No       0.92 
    38787        1:?      2:Yes       0.59 
    38788        1:?       1:No       0.57 
    38789        1:?      2:Yes       0.64 
    38790        1:?       1:No       0.86 
    38791        1:?      2:Yes       1 
    38792        1:?      2:Yes       1 
    38793        1:?      2:Yes       1 
    38794        1:?      2:Yes       0.98 
    38795        1:?      2:Yes       1 
    38796        1:?       1:No       0.82 
    38797        1:?      2:Yes       0.52 
    38798        1:?      2:Yes       0.98 
    38799        1:?      2:Yes       0.83 
    38800        1:?      2:Yes       0.99 
    38801        1:?      2:Yes       0.72 
    38802        1:?      2:Yes       0.94 
    38803        1:?      2:Yes       0.8 
    38804        1:?      2:Yes       0.99 
    38805        1:?      2:Yes       0.92 
    38806        1:?      2:Yes       0.97 
    38807        1:?      2:Yes       0.92 
    38808        1:?      2:Yes       0.99 
    38809        1:?      2:Yes       0.96 
    38810        1:?      2:Yes       0.79 
    38811        1:?      2:Yes       0.98 
    38812        1:?      2:Yes       0.84 
    38813        1:?      2:Yes       0.98 
    38814        1:?      2:Yes       1 
    38815        1:?      2:Yes       0.66 
    38816        1:?      2:Yes       0.94 
    38817        1:?      2:Yes       0.9 
    38818        1:?      2:Yes       0.62 
    38819        1:?      2:Yes       0.97 
    38820        1:?      2:Yes       0.84 
    38821        1:?      2:Yes       0.78 
    38822        1:?      2:Yes       0.97 
    38823        1:?       1:No       0.51 
    38824        1:?      2:Yes       0.82 
    38825        1:?      2:Yes       0.94 
    38826        1:?      2:Yes       0.98 
    38827        1:?      2:Yes       0.98 
    38828        1:?      2:Yes       0.93 
    38829        1:?      2:Yes       0.84 
    38830        1:?      2:Yes       0.96 
    38831        1:?      2:Yes       0.96 
    38832        1:?      2:Yes       0.99 
    38833        1:?      2:Yes       0.61 
    38834        1:?      2:Yes       0.92 
    38835        1:?      2:Yes       0.97 
    38836        1:?      2:Yes       0.72 
    38837        1:?      2:Yes       0.97 
    38838        1:?      2:Yes       0.94 
    38839        1:?      2:Yes       0.94 
    38840        1:?      2:Yes       0.75 
    38841        1:?       1:No       0.93 
    38842        1:?      2:Yes       0.83 
    38843        1:?      2:Yes       0.98 
    38844        1:?      2:Yes       0.82 
    38845        1:?      2:Yes       0.98 
    38846        1:?      2:Yes       0.78 
    38847        1:?      2:Yes       0.92 
    38848        1:?      2:Yes       1 
    38849        1:?      2:Yes       0.68 
    38850        1:?       1:No       0.84 
    38851        1:?      2:Yes       0.99 
    38852        1:?      2:Yes       0.94 
    38853        1:?      2:Yes       0.95 
    38854        1:?      2:Yes       0.97 
    38855        1:?      2:Yes       0.9 
    38856        1:?      2:Yes       0.96 
    38857        1:?      2:Yes       1 
    38858        1:?      2:Yes       1 
    38859        1:?       1:No       0.84 
    38860        1:?      2:Yes       0.72 
    38861        1:?      2:Yes       0.9 
    38862        1:?      2:Yes       0.82 
    38863        1:?      2:Yes       0.75 
    38864        1:?      2:Yes       0.93 
    38865        1:?      2:Yes       0.88 
    38866        1:?       1:No       0.9 
    38867        1:?      2:Yes       0.76 
    38868        1:?      2:Yes       0.96 
    38869        1:?      2:Yes       0.77 
    38870        1:?      2:Yes       0.95 
    38871        1:?      2:Yes       0.76 
    38872        1:?      2:Yes       0.94 
    38873        1:?      2:Yes       0.86 
    38874        1:?       1:No       0.56 
    38875        1:?      2:Yes       0.94 
    38876        1:?      2:Yes       0.96 
    38877        1:?      2:Yes       1 
    38878        1:?      2:Yes       0.83 
    38879        1:?      2:Yes       0.96 
    38880        1:?      2:Yes       0.79 
    38881        1:?       1:No       0.83 
    38882        1:?      2:Yes       0.93 
    38883        1:?      2:Yes       1 
    38884        1:?      2:Yes       0.95 
    38885        1:?      2:Yes       0.83 
    38886        1:?       1:No       0.88 
    38887        1:?      2:Yes       0.78 
    38888        1:?      2:Yes       0.9 
    38889        1:?      2:Yes       0.95 
    38890        1:?      2:Yes       1 
    38891        1:?      2:Yes       0.96 
    38892        1:?      2:Yes       0.83 
    38893        1:?      2:Yes       0.95 
    38894        1:?      2:Yes       1 
    38895        1:?      2:Yes       0.98 
    38896        1:?      2:Yes       0.89 
    38897        1:?       1:No       0.8 
    38898        1:?      2:Yes       0.9 
    38899        1:?      2:Yes       0.93 
    38900        1:?      2:Yes       0.93 
    38901        1:?      2:Yes       0.98 
    38902        1:?      2:Yes       0.92 
    38903        1:?      2:Yes       0.75 
    38904        1:?      2:Yes       0.72 
    38905        1:?      2:Yes       1 
    38906        1:?      2:Yes       0.99 
    38907        1:?      2:Yes       0.96 
    38908        1:?      2:Yes       0.98 
    38909        1:?      2:Yes       0.57 
    38910        1:?      2:Yes       0.89 
    38911        1:?      2:Yes       0.7 
    38912        1:?      2:Yes       0.97 
    38913        1:?      2:Yes       0.71 
    38914        1:?      2:Yes       1 
    38915        1:?      2:Yes       1 
    38916        1:?       1:No       0.79 
    38917        1:?      2:Yes       0.87 
    38918        1:?      2:Yes       0.99 
    38919        1:?      2:Yes       1 
    38920        1:?      2:Yes       1 
    38921        1:?      2:Yes       0.99 
    38922        1:?      2:Yes       0.95 
    38923        1:?      2:Yes       0.96 
    38924        1:?      2:Yes       0.92 
    38925        1:?      2:Yes       0.97 
    38926        1:?      2:Yes       0.98 
    38927        1:?      2:Yes       0.95 
    38928        1:?       1:No       0.75 
    38929        1:?      2:Yes       1 
    38930        1:?      2:Yes       0.97 
    38931        1:?      2:Yes       0.97 
    38932        1:?      2:Yes       0.99 
    38933        1:?      2:Yes       0.87 
    38934        1:?      2:Yes       0.96 
    38935        1:?      2:Yes       0.99 
    38936        1:?      2:Yes       1 
    38937        1:?      2:Yes       0.99 
    38938        1:?      2:Yes       0.89 
    38939        1:?      2:Yes       1 
    38940        1:?       1:No       0.6 
    38941        1:?       1:No       0.95 
    38942        1:?      2:Yes       0.51 
    38943        1:?      2:Yes       1 
    38944        1:?      2:Yes       1 
    38945        1:?      2:Yes       0.71 
    38946        1:?       1:No       0.92 
    38947        1:?      2:Yes       0.88 
    38948        1:?      2:Yes       0.88 
    38949        1:?      2:Yes       0.99 
    38950        1:?      2:Yes       1 
    38951        1:?      2:Yes       0.98 
    38952        1:?       1:No       0.92 
    38953        1:?      2:Yes       0.98 
    38954        1:?      2:Yes       1 
    38955        1:?      2:Yes       0.9 
    38956        1:?      2:Yes       0.96 
    38957        1:?      2:Yes       0.57 
    38958        1:?      2:Yes       0.91 
    38959        1:?      2:Yes       0.96 
    38960        1:?      2:Yes       0.98 
    38961        1:?      2:Yes       0.88 
    38962        1:?      2:Yes       0.98 
    38963        1:?      2:Yes       0.92 
    38964        1:?       1:No       0.88 
    38965        1:?      2:Yes       0.99 
    38966        1:?      2:Yes       1 
    38967        1:?      2:Yes       1 
    38968        1:?      2:Yes       0.96 
    38969        1:?      2:Yes       0.98 
    38970        1:?      2:Yes       1 
    38971        1:?      2:Yes       0.94 
    38972        1:?      2:Yes       0.91 
    38973        1:?      2:Yes       0.7 
    38974        1:?      2:Yes       0.97 
    38975        1:?      2:Yes       0.76 
    38976        1:?      2:Yes       1 
    38977        1:?      2:Yes       0.93 
    38978        1:?      2:Yes       0.99 
    38979        1:?      2:Yes       0.81 
    38980        1:?      2:Yes       0.98 
    38981        1:?      2:Yes       0.94 
    38982        1:?      2:Yes       0.98 
    38983        1:?      2:Yes       0.96 
    38984        1:?      2:Yes       1 
    38985        1:?      2:Yes       0.9 
    38986        1:?      2:Yes       1 
    38987        1:?      2:Yes       0.96 
    38988        1:?      2:Yes       0.83 
    38989        1:?      2:Yes       0.98 
    38990        1:?      2:Yes       0.93 
    38991        1:?       1:No       0.7 
    38992        1:?      2:Yes       0.51 
    38993        1:?      2:Yes       0.99 
    38994        1:?      2:Yes       1 
    38995        1:?      2:Yes       1 
    38996        1:?      2:Yes       0.94 
    38997        1:?      2:Yes       0.92 
    38998        1:?      2:Yes       0.98 
    38999        1:?      2:Yes       0.87 
    39000        1:?      2:Yes       0.96 
    39001        1:?      2:Yes       0.92 
    39002        1:?      2:Yes       0.96 
    39003        1:?      2:Yes       0.87 
    39004        1:?      2:Yes       0.99 
    39005        1:?       1:No       0.76 
    39006        1:?       1:No       0.79 
    39007        1:?      2:Yes       1 
    39008        1:?      2:Yes       1 
    39009        1:?      2:Yes       0.96 
    39010        1:?      2:Yes       0.63 
    39011        1:?      2:Yes       0.84 
    39012        1:?      2:Yes       1 
    39013        1:?      2:Yes       0.91 
    39014        1:?      2:Yes       0.77 
    39015        1:?       1:No       0.55 
    39016        1:?      2:Yes       0.93 
    39017        1:?      2:Yes       0.9 
    39018        1:?      2:Yes       0.88 
    39019        1:?      2:Yes       0.84 
    39020        1:?      2:Yes       0.66 
    39021        1:?       1:No       0.81 
    39022        1:?       1:No       0.83 
    39023        1:?      2:Yes       0.94 
    39024        1:?       1:No       0.54 
    39025        1:?      2:Yes       0.68 
    39026        1:?      2:Yes       0.92 
    39027        1:?      2:Yes       0.57 
    39028        1:?      2:Yes       1 
    39029        1:?      2:Yes       0.98 
    39030        1:?      2:Yes       0.72 
    39031        1:?       1:No       0.65 
    39032        1:?       1:No       0.5 
    39033        1:?      2:Yes       0.96 
    39034        1:?      2:Yes       0.64 
    39035        1:?      2:Yes       0.9 
    39036        1:?      2:Yes       0.84 
    39037        1:?      2:Yes       0.68 
    39038        1:?       1:No       0.68 
    39039        1:?      2:Yes       0.99 
    39040        1:?      2:Yes       0.99 
    39041        1:?      2:Yes       0.89 
    39042        1:?      2:Yes       0.61 
    39043        1:?      2:Yes       0.92 
    39044        1:?      2:Yes       1 
    39045        1:?       1:No       0.95 
    39046        1:?      2:Yes       1 
    39047        1:?      2:Yes       0.99 
    39048        1:?      2:Yes       0.85 
    39049        1:?      2:Yes       0.91 
    39050        1:?      2:Yes       0.93 
    39051        1:?       1:No       0.76 
    39052        1:?      2:Yes       0.99 
    39053        1:?      2:Yes       0.95 
    39054        1:?      2:Yes       0.53 
    39055        1:?       1:No       0.88 
    39056        1:?      2:Yes       0.99 
    39057        1:?      2:Yes       0.98 
    39058        1:?      2:Yes       0.73 
    39059        1:?      2:Yes       0.87 
    39060        1:?      2:Yes       0.88 
    39061        1:?      2:Yes       0.92 
    39062        1:?       1:No       0.59 
    39063        1:?      2:Yes       0.89 
    39064        1:?      2:Yes       0.83 
    39065        1:?      2:Yes       0.86 
    39066        1:?      2:Yes       0.65 
    39067        1:?      2:Yes       0.54 
    39068        1:?      2:Yes       0.97 
    39069        1:?       1:No       0.79 
    39070        1:?       1:No       0.81 
    39071        1:?      2:Yes       0.79 
    39072        1:?      2:Yes       0.72 
    39073        1:?       1:No       0.55 
    39074        1:?      2:Yes       0.84 
    39075        1:?       1:No       0.63 
    39076        1:?      2:Yes       0.66 
    39077        1:?      2:Yes       0.92 
    39078        1:?      2:Yes       0.91 
    39079        1:?      2:Yes       0.51 
    39080        1:?       1:No       0.71 
    39081        1:?      2:Yes       0.97 
    39082        1:?      2:Yes       0.83 
    39083        1:?      2:Yes       0.99 
    39084        1:?       1:No       0.89 
    39085        1:?      2:Yes       0.98 
    39086        1:?       1:No       0.7 
    39087        1:?       1:No       0.63 
    39088        1:?      2:Yes       0.98 
    39089        1:?      2:Yes       0.54 
    39090        1:?      2:Yes       0.63 
    39091        1:?      2:Yes       0.96 
    39092        1:?      2:Yes       0.96 
    39093        1:?      2:Yes       0.9 
    39094        1:?       1:No       0.94 
    39095        1:?      2:Yes       0.58 
    39096        1:?      2:Yes       0.84 
    39097        1:?      2:Yes       0.89 
    39098        1:?      2:Yes       0.76 
    39099        1:?      2:Yes       0.98 
    39100        1:?      2:Yes       0.97 
    39101        1:?      2:Yes       0.9 
    39102        1:?       1:No       0.93 
    39103        1:?      2:Yes       0.91 
    39104        1:?      2:Yes       1 
    39105        1:?      2:Yes       0.83 
    39106        1:?      2:Yes       0.94 
    39107        1:?      2:Yes       0.99 
    39108        1:?      2:Yes       0.57 
    39109        1:?      2:Yes       0.97 
    39110        1:?      2:Yes       0.77 
    39111        1:?      2:Yes       0.99 
    39112        1:?       1:No       0.7 
    39113        1:?      2:Yes       0.89 
    39114        1:?      2:Yes       0.85 
    39115        1:?      2:Yes       0.96 
    39116        1:?      2:Yes       0.86 
    39117        1:?      2:Yes       0.8 
    39118        1:?      2:Yes       0.92 
    39119        1:?      2:Yes       0.78 
    39120        1:?      2:Yes       1 
    39121        1:?      2:Yes       0.77 
    39122        1:?      2:Yes       0.54 
    39123        1:?      2:Yes       0.84 
    39124        1:?      2:Yes       0.78 
    39125        1:?      2:Yes       0.93 
    39126        1:?      2:Yes       0.77 
    39127        1:?      2:Yes       0.93 
    39128        1:?      2:Yes       0.99 
    39129        1:?      2:Yes       0.89 
    39130        1:?      2:Yes       0.78 
    39131        1:?      2:Yes       0.53 
    39132        1:?      2:Yes       0.59 
    39133        1:?      2:Yes       1 
    39134        1:?      2:Yes       0.92 
    39135        1:?      2:Yes       0.99 
    39136        1:?      2:Yes       0.82 
    39137        1:?      2:Yes       0.92 
    39138        1:?      2:Yes       0.79 
    39139        1:?      2:Yes       1 
    39140        1:?      2:Yes       0.98 
    39141        1:?      2:Yes       1 
    39142        1:?      2:Yes       0.89 
    39143        1:?      2:Yes       1 
    39144        1:?      2:Yes       0.97 
    39145        1:?      2:Yes       0.91 
    39146        1:?      2:Yes       0.66 
    39147        1:?      2:Yes       0.89 
    39148        1:?      2:Yes       1 
    39149        1:?      2:Yes       0.98 
    39150        1:?       1:No       0.94 
    39151        1:?      2:Yes       0.94 
    39152        1:?      2:Yes       0.98 
    39153        1:?      2:Yes       0.79 
    39154        1:?      2:Yes       0.92 
    39155        1:?      2:Yes       0.86 
    39156        1:?      2:Yes       0.75 
    39157        1:?      2:Yes       0.92 
    39158        1:?      2:Yes       0.95 
    39159        1:?      2:Yes       1 
    39160        1:?      2:Yes       0.93 
    39161        1:?      2:Yes       0.69 
    39162        1:?      2:Yes       0.98 
    39163        1:?      2:Yes       1 
    39164        1:?      2:Yes       0.88 
    39165        1:?      2:Yes       0.73 
    39166        1:?      2:Yes       1 
    39167        1:?      2:Yes       0.84 
    39168        1:?       1:No       0.64 
    39169        1:?      2:Yes       0.97 
